Frame Number,Headpose Pitch (deg),Headpose Yaw (deg),Headpose Roll (deg)
707,-19.9998,0.756006,0.013198
708,-19.9998,0.580732,0.0101379
709,-19.9999,0.419872,0.00732961
710,-19.9999,0.274516,0.00479213
711,-19.9999,0.145751,0.0025443
712,-19.9999,0.0346636,0.000605104
713,-19.9999,-0.0576578,-0.0010065
714,-19.9999,-0.13012,-0.00227144
715,-19.9999,-0.18164,-0.00317081
716,-19.9999,-0.211128,-0.00368557
717,-19.9999,-0.217497,-0.00379675
718,-19.9999,-0.199655,-0.00348528
719,-19.9999,-0.15652,-0.00273229
720,-19.9999,-0.0869967,-0.00151866
721,-19.9999,0.00999848,0.000174538
722,-19.9999,0.1774,0.0030968
723,-19.9998,0.449651,0.00784949
724,-19.9998,0.815102,0.0142298
725,-19.9996,1.2621,0.0220354
726,-19.9994,1.779,0.0310651
727,-19.999,2.35415,0.0411183
728,-19.9985,2.9759,0.0519954
729,-19.9979,3.63259,0.0634974
730,-19.997,4.31259,0.0754251
731,-19.996,5.00424,0.0875792
732,-19.9949,5.69588,0.0997589
733,-19.9937,6.37588,0.111762
734,-19.9923,7.03257,0.123384
735,-19.9909,7.65432,0.134418
736,-19.9895,8.22947,0.144654
737,-19.9881,8.74636,0.153878
738,-19.9869,9.19336,0.161876
739,-19.9858,9.55881,0.168429
740,-19.985,9.83106,0.17332
741,-19.9845,9.99846,0.176332
742,-19.9841,10.1048,0.178247
743,-19.9838,10.202,0.179997
744,-19.9835,10.2902,0.181587
745,-19.9833,10.3697,0.183021
746,-19.983,10.4407,0.184303
747,-19.9828,10.5036,0.185439
748,-19.9827,10.5587,0.186432
749,-19.9825,10.6061,0.187289
750,-19.9824,10.6462,0.188014
751,-19.9823,10.6792,0.18861
752,-19.9822,10.7054,0.189085
753,-19.9821,10.7251,0.189441
754,-19.982,10.7386,0.189684
755,-19.982,10.7461,0.18982
756,-19.982,10.7478,0.189852
757,-19.982,10.7442,0.189785
758,-19.9821,10.7353,0.189626
759,-19.9821,10.7216,0.189378
760,-19.9822,10.7033,0.189046
761,-19.9822,10.6806,0.188636
762,-19.9823,10.6539,0.188153
763,-19.9824,10.6233,0.1876
764,-19.9825,10.5892,0.186984
765,-19.9827,10.5518,0.186309
766,-19.9828,10.5115,0.185581
767,-19.9829,10.4684,0.184803
768,-19.9831,10.4229,0.183982
769,-19.9833,10.3753,0.183122
770,-19.9834,10.3257,0.182227
771,-19.9836,10.2745,0.181304
772,-19.9837,10.2219,0.180356
773,-19.9839,10.1682,0.179389
774,-19.9841,10.1138,0.178408
775,-19.9843,10.0587,0.177417
776,-19.9844,10.0035,0.176422
777,-19.9846,9.94817,0.175427
778,-19.9848,9.89316,0.174437
779,-19.9849,9.83868,0.173457
780,-19.9851,9.78503,0.172493
781,-19.9853,9.73246,0.171548
782,-19.9854,9.68125,0.170628
783,-19.9856,9.63166,0.169737
784,-19.9857,9.58399,0.168881
785,-19.9859,9.53848,0.168064
786,-19.986,9.49542,0.167291
787,-19.9861,9.45508,0.166567
788,-19.9862,9.41772,0.165897
789,-19.9863,9.38363,0.165286
790,-19.9864,9.35307,0.164738
791,-19.9865,9.32631,0.164258
792,-19.9865,9.30363,0.163851
793,-19.9866,9.2853,0.163523
794,-19.9866,9.27158,0.163277
795,-19.9867,9.26276,0.163119
796,-19.9867,9.2591,0.163053
797,-19.9867,9.26087,0.163085
798,-19.9866,9.26835,0.163219
799,-19.9866,9.28181,0.16346
800,-19.9866,9.30151,0.163814
801,-19.9865,9.32774,0.164284
802,-19.9864,9.36076,0.164876
803,-19.9863,9.40084,0.165595
804,-19.9861,9.44827,0.166445
805,-19.986,9.5033,0.167433
806,-19.9858,9.56621,0.168562
807,-19.9856,9.63727,0.169838
808,-19.9853,9.71675,0.171266
809,-19.9851,9.80493,0.17285
810,-19.9848,9.90207,0.174597
811,-19.9844,10.0085,0.176512
812,-19.9839,10.1759,0.179527
813,-19.983,10.4481,0.184436
814,-19.9818,10.8136,0.191041
815,-19.9802,11.2606,0.199141
816,-19.9784,11.7775,0.208539
817,-19.9762,12.3526,0.219038
818,-19.9737,12.9743,0.230439
819,-19.9709,13.631,0.242544
820,-19.9678,14.311,0.255149
821,-19.9646,15.0027,0.268049
822,-19.9611,15.6943,0.281032
823,-19.9576,16.3743,0.293883
824,-19.954,17.031,0.306379
825,-19.9505,17.6527,0.318291
826,-19.947,18.2279,0.329384
827,-19.9439,18.7447,0.339416
828,-19.941,19.1917,0.348141
829,-19.9386,19.5572,0.355309
830,-19.9368,19.8294,0.360671
831,-19.9357,19.9968,0.363976
832,-19.935,20.1032,0.366081
833,-19.9343,20.2003,0.368005
834,-19.9337,20.2885,0.369754
835,-19.9332,20.368,0.371332
836,-19.9327,20.4391,0.372744
837,-19.9322,20.502,0.373995
838,-19.9319,20.557,0.37509
839,-19.9315,20.6044,0.376035
840,-19.9312,20.6445,0.376834
841,-19.931,20.6775,0.377492
842,-19.9308,20.7038,0.378015
843,-19.9307,20.7235,0.378408
844,-19.9306,20.7369,0.378677
845,-19.9305,20.7444,0.378826
846,-19.9305,20.7462,0.378862
847,-19.9306,20.7425,0.378789
848,-19.9306,20.7337,0.378612
849,-19.9307,20.72,0.378339
850,-19.9308,20.7016,0.377973
851,-19.931,20.679,0.377521
852,-19.9312,20.6522,0.376987
853,-19.9314,20.6216,0.376378
854,-19.9316,20.5875,0.375699
855,-19.9319,20.5502,0.374955
856,-19.9322,20.5099,0.374152
857,-19.9325,20.4668,0.373295
858,-19.9328,20.4213,0.37239
859,-19.9331,20.3736,0.371443
860,-19.9335,20.324,0.370458
861,-19.9338,20.2728,0.369442
862,-19.9342,20.2203,0.368399
863,-19.9346,20.1666,0.367336
864,-19.9349,20.1121,0.366257
865,-19.9353,20.0571,0.365169
866,-19.9357,20.0018,0.364075
867,-19.936,19.9465,0.362983
868,-19.9364,19.8915,0.361896
869,-19.9368,19.8371,0.360821
870,-19.9371,19.7834,0.359763
871,-19.9375,19.7308,0.358727
872,-19.9378,19.6796,0.357718
873,-19.9382,19.63,0.356742
874,-19.9385,19.5824,0.355804
875,-19.9388,19.5368,0.35491
876,-19.9391,19.4938,0.354064
877,-19.9393,19.4535,0.353271
878,-19.9396,19.4161,0.352538
879,-19.9398,19.382,0.351869
880,-19.94,19.3514,0.35127
881,-19.9402,19.3247,0.350745
882,-19.9403,19.302,0.3503
883,-19.9404,19.2837,0.349941
884,-19.9405,19.27,0.349672
885,-19.9406,19.2611,0.3495
886,-19.9406,19.2575,0.349428
887,-19.9406,19.2592,0.349463
888,-19.9405,19.2667,0.349609
889,-19.9404,19.2802,0.349873
890,-19.9403,19.2999,0.350259
891,-19.9402,19.3261,0.350773
892,-19.9399,19.3591,0.35142
893,-19.9397,19.3992,0.352207
894,-19.9394,19.4466,0.353137
895,-19.939,19.5017,0.354218
896,-19.9386,19.5646,0.355455
897,-19.9381,19.6356,0.356852
898,-19.9376,19.7151,0.358417
899,-19.937,19.8033,0.360155
900,-19.9364,19.9004,0.362072
901,-19.9356,20.0068,0.364174
902,-19.9345,20.1742,0.367487
903,-19.9326,20.4465,0.372891
904,-19.9301,20.8119,0.380174
905,-19.9268,21.2589,0.389132
906,-19.923,21.7758,0.399557
907,-19.9186,22.3509,0.411247
908,-19.9137,22.9726,0.423993
909,-19.9083,23.6293,0.437583
910,-19.9026,24.3093,0.4518
911,-19.8965,25.0009,0.466418
912,-19.8901,25.6926,0.481201
913,-19.8837,26.3725,0.495903
914,-19.8772,27.0292,0.510267
915,-19.8709,27.6509,0.524022
916,-19.8649,28.226,0.536887
917,-19.8593,28.7429,0.548566
918,-19.8544,29.1899,0.558761
919,-19.8503,29.5553,0.567161
920,-19.8471,29.8276,0.573459
921,-19.8452,29.995,0.577348
922,-19.844,30.1013,0.579827
923,-19.8428,30.1985,0.582095
924,-19.8418,30.2866,0.584157
925,-19.8408,30.3661,0.586019
926,-19.84,30.4372,0.587687
927,-19.8393,30.5001,0.589165
928,-19.8386,30.5551,0.59046
929,-19.838,30.6025,0.591577
930,-19.8375,30.6426,0.592522
931,-19.8371,30.6756,0.593301
932,-19.8368,30.7019,0.59392
933,-19.8366,30.7216,0.594385
934,-19.8364,30.735,0.594703
935,-19.8363,30.7425,0.59488
936,-19.8363,30.7443,0.594922
937,-19.8364,30.7406,0.594835
938,-19.8365,30.7318,0.594627
939,-19.8366,30.7181,0.594303
940,-19.8369,30.6998,0.59387
941,-19.8371,30.6771,0.593334
942,-19.8375,30.6503,0.592703
943,-19.8378,30.6198,0.591983
944,-19.8382,30.5857,0.591179
945,-19.8387,30.5483,0.5903
946,-19.8392,30.508,0.589351
947,-19.8397,30.4649,0.588338
948,-19.8402,30.4194,0.58727
949,-19.8408,30.3717,0.586151
950,-19.8414,30.3222,0.584989
951,-19.842,30.271,0.58379
952,-19.8426,30.2184,0.58256
953,-19.8432,30.1647,0.581306
954,-19.8439,30.1103,0.580035
955,-19.8445,30.0552,0.578752
956,-19.8451,30,0.577464
957,-19.8458,29.9447,0.576178
958,-19.8464,29.8897,0.5749
959,-19.8471,29.8352,0.573636
960,-19.8477,29.7815,0.572392
961,-19.8483,29.729,0.571174
962,-19.8489,29.6778,0.569989
963,-19.8494,29.6282,0.568843
964,-19.85,29.5805,0.567742
965,-19.8505,29.535,0.566692
966,-19.851,29.4919,0.5657
967,-19.8514,29.4516,0.564771
968,-19.8519,29.4143,0.563911
969,-19.8522,29.3802,0.563127
970,-19.8526,29.3496,0.562424
971,-19.8529,29.3228,0.56181
972,-19.8531,29.3002,0.561289
973,-19.8534,29.2818,0.560868
974,-19.8535,29.2681,0.560554
975,-19.8536,29.2593,0.560351
976,-19.8536,29.2556,0.560267
977,-19.8536,29.2574,0.560308
978,-19.8535,29.2649,0.560479
979,-19.8534,29.2783,0.560788
980,-19.8532,29.298,0.56124
981,-19.8529,29.3243,0.561843
982,-19.8525,29.3573,0.562601
983,-19.8521,29.3974,0.563523
984,-19.8515,29.4448,0.564614
985,-19.8509,29.4998,0.565881
986,-19.8502,29.5627,0.567332
987,-19.8494,29.6338,0.568972
988,-19.8485,29.7133,0.57081
989,-19.8474,29.8014,0.572853
990,-19.8463,29.8986,0.575107
991,-19.8451,30.005,0.577581
992,-19.8431,30.1724,0.581484
993,-19.8399,30.4446,0.587861
994,-19.8355,30.81,0.596476
995,-19.83,31.257,0.607104
996,-19.8236,31.7739,0.61952
997,-19.8161,32.349,0.633499
998,-19.8079,32.9707,0.648813
999,-19.7989,33.6273,0.665223
1000,-19.7892,34.3073,0.682481
1001,-19.7791,34.9989,0.700324
1002,-19.7686,35.6905,0.718471
1003,-19.7579,36.3704,0.736622
1004,-19.7472,37.0271,0.754455
1005,-19.7368,37.6488,0.771624
1006,-19.7269,38.2239,0.787765
1007,-19.7177,38.7407,0.802491
1008,-19.7096,39.1877,0.815398
1009,-19.7029,39.5531,0.826073
1010,-19.6977,39.8253,0.834098
1011,-19.6945,39.9927,0.839065
1012,-19.6925,40.099,0.842234
1013,-19.6906,40.1962,0.845136
1014,-19.6889,40.2844,0.847778
1015,-19.6874,40.3638,0.850165
1016,-19.686,40.4349,0.852304
1017,-19.6848,40.4978,0.854201
1018,-19.6837,40.5528,0.855864
1019,-19.6827,40.6002,0.857299
1020,-19.682,40.6403,0.858514
1021,-19.6813,40.6733,0.859515
1022,-19.6808,40.6995,0.860311
1023,-19.6804,40.7193,0.86091
1024,-19.6801,40.7327,0.861319
1025,-19.68,40.7402,0.861547
1026,-19.6799,40.742,0.8616
1027,-19.68,40.7383,0.861489
1028,-19.6802,40.7295,0.861221
1029,-19.6805,40.7158,0.860804
1030,-19.6808,40.6974,0.860247
1031,-19.6813,40.6747,0.859558
1032,-19.6818,40.648,0.858746
1033,-19.6824,40.6174,0.85782
1034,-19.6831,40.5834,0.856788
1035,-19.6838,40.546,0.855658
1036,-19.6846,40.5057,0.854439
1037,-19.6854,40.4626,0.85314
1038,-19.6863,40.4171,0.851768
1039,-19.6873,40.3694,0.850333
1040,-19.6882,40.3199,0.848843
1041,-19.6892,40.2686,0.847307
1042,-19.6902,40.2161,0.845732
1043,-19.6913,40.1624,0.844127
1044,-19.6923,40.108,0.8425
1045,-19.6934,40.053,0.840859
1046,-19.6944,39.9977,0.839214
1047,-19.6955,39.9424,0.83757
1048,-19.6965,39.8874,0.835938
1049,-19.6976,39.8329,0.834324
1050,-19.6986,39.7793,0.832737
1051,-19.6996,39.7267,0.831184
1052,-19.7006,39.6755,0.829674
1053,-19.7015,39.6259,0.828214
1054,-19.7024,39.5782,0.826812
1055,-19.7032,39.5327,0.825476
1056,-19.704,39.4897,0.824213
1057,-19.7048,39.4493,0.823031
1058,-19.7055,39.412,0.821938
1059,-19.7061,39.3779,0.820942
1060,-19.7067,39.3473,0.820049
1061,-19.7072,39.3206,0.819268
1062,-19.7076,39.2979,0.818607
1063,-19.7079,39.2796,0.818073
1064,-19.7082,39.2659,0.817673
1065,-19.7083,39.257,0.817416
1066,-19.7084,39.2534,0.81731
1067,-19.7084,39.2552,0.817361
1068,-19.7082,39.2626,0.817579
1069,-19.708,39.2761,0.817971
1070,-19.7076,39.2958,0.818545
1071,-19.7071,39.322,0.81931
1072,-19.7065,39.355,0.820274
1073,-19.7058,39.3951,0.821445
1074,-19.7049,39.4425,0.822832
1075,-19.7039,39.4976,0.824444
1076,-19.7027,39.5605,0.82629
1077,-19.7014,39.6315,0.828379
1078,-19.6999,39.711,0.830721
1079,-19.6982,39.7992,0.833325
1080,-19.6964,39.8963,0.836202
1081,-19.6943,40.0027,0.839362
1082,-19.6911,40.1701,0.844355
1083,-19.6858,40.4423,0.852527
1084,-19.6786,40.8077,0.863601
1085,-19.6696,41.2546,0.877314
1086,-19.659,41.7715,0.893407
1087,-19.6468,42.3465,0.911621
1088,-19.6332,42.9682,0.931689
1089,-19.6183,43.6248,0.953332
1090,-19.6024,44.3047,0.976246
1091,-19.5857,44.9963,1.0001
1092,-19.5683,45.6878,1.02454
1093,-19.5505,46.3677,1.04917
1094,-19.5328,47.0243,1.07354
1095,-19.5154,47.6459,1.09717
1096,-19.4988,48.221,1.11954
1097,-19.4834,48.7378,1.14007
1098,-19.4698,49.1847,1.15817
1099,-19.4584,49.55,1.17322
1100,-19.4497,49.8222,1.18457
1101,-19.4443,49.9896,1.19162
1102,-19.4409,50.096,1.19612
1103,-19.4377,50.1931,1.20025
1104,-19.4348,50.2812,1.20401
1105,-19.4322,50.3607,1.20742
1106,-19.4298,50.4318,1.21047
1107,-19.4278,50.4947,1.21318
1108,-19.4259,50.5497,1.21555
1109,-19.4243,50.5971,1.21761
1110,-19.423,50.6372,1.21935
1111,-19.4219,50.6702,1.22078
1112,-19.421,50.6964,1.22192
1113,-19.4203,50.7161,1.22278
1114,-19.4199,50.7295,1.22336
1115,-19.4196,50.737,1.22369
1116,-19.4196,50.7388,1.22377
1117,-19.4197,50.7351,1.22361
1118,-19.42,50.7263,1.22322
1119,-19.4205,50.7126,1.22263
1120,-19.4211,50.6943,1.22183
1121,-19.4218,50.6716,1.22084
1122,-19.4227,50.6448,1.21968
1123,-19.4238,50.6143,1.21835
1124,-19.4249,50.5802,1.21688
1125,-19.4262,50.5429,1.21526
1126,-19.4275,50.5025,1.21352
1127,-19.4289,50.4595,1.21166
1128,-19.4304,50.414,1.2097
1129,-19.432,50.3663,1.20766
1130,-19.4337,50.3167,1.20553
1131,-19.4353,50.2655,1.20334
1132,-19.4371,50.213,1.2011
1133,-19.4388,50.1593,1.19881
1134,-19.4406,50.1049,1.1965
1135,-19.4424,50.0499,1.19417
1136,-19.4442,49.9946,1.19183
1137,-19.446,49.9393,1.1895
1138,-19.4477,49.8843,1.18718
1139,-19.4495,49.8299,1.18489
1140,-19.4512,49.7762,1.18264
1141,-19.4529,49.7237,1.18045
1142,-19.4545,49.6725,1.17831
1143,-19.4561,49.6229,1.17624
1144,-19.4576,49.5752,1.17426
1145,-19.459,49.5297,1.17238
1146,-19.4604,49.4867,1.17059
1147,-19.4616,49.4463,1.16893
1148,-19.4628,49.409,1.16738
1149,-19.4639,49.3749,1.16598
1150,-19.4648,49.3443,1.16472
1151,-19.4657,49.3176,1.16362
1152,-19.4664,49.2949,1.16269
1153,-19.4669,49.2766,1.16194
1154,-19.4674,49.2629,1.16138
1155,-19.4676,49.254,1.16101
1156,-19.4678,49.2504,1.16086
1157,-19.4677,49.2522,1.16094
1158,-19.4675,49.2596,1.16124
1159,-19.4671,49.2731,1.16179
1160,-19.4664,49.2928,1.1626
1161,-19.4656,49.319,1.16368
1162,-19.4646,49.352,1.16504
1163,-19.4633,49.3921,1.16669
1164,-19.4619,49.4395,1.16864
1165,-19.4601,49.4945,1.17092
1166,-19.4581,49.5574,1.17353
1167,-19.4559,49.6285,1.17648
1168,-19.4534,49.7079,1.17979
1169,-19.4506,49.7961,1.18348
1170,-19.4474,49.8932,1.18756
1171,-19.444,49.9996,1.19204
1172,-19.4386,50.167,1.19914
1173,-19.4296,50.4392,1.21079
1174,-19.4174,50.8045,1.22664
1175,-19.402,51.2514,1.24636
1176,-19.3838,51.7682,1.26966
1177,-19.3628,52.3432,1.29621
1178,-19.3394,52.9648,1.32571
1179,-19.3137,53.6213,1.3578
1180,-19.2859,54.3011,1.39209
1181,-19.2565,54.9925,1.42816
1182,-19.2258,55.684,1.46549
1183,-19.1943,56.3637,1.5035
1184,-19.1625,57.0202,1.54152
1185,-19.1312,57.6417,1.57877
1186,-19.101,58.2166,1.61439
1187,-19.0728,58.7333,1.6474
1188,-19.0477,59.1801,1.67674
1189,-19.0266,59.5454,1.70131
1190,-19.0105,59.8176,1.71996
1191,-19.0004,59.9849,1.73158
1192,-18.994,60.0912,1.73902
1193,-18.988,60.1883,1.74586
1194,-18.9826,60.2765,1.75211
1195,-18.9777,60.3559,1.75777
1196,-18.9733,60.4269,1.76285
1197,-18.9693,60.4898,1.76736
1198,-18.9659,60.5448,1.77133
1199,-18.9629,60.5922,1.77476
1200,-18.9604,60.6323,1.77766
1201,-18.9583,60.6653,1.78006
1202,-18.9566,60.6915,1.78197
1203,-18.9554,60.7112,1.78341
1204,-18.9545,60.7247,1.78439
1205,-18.954,60.7321,1.78494
1206,-18.9539,60.7339,1.78507
1207,-18.9541,60.7302,1.7848
1208,-18.9547,60.7214,1.78415
1209,-18.9556,60.7077,1.78315
1210,-18.9567,60.6894,1.78182
1211,-18.9582,60.6667,1.78017
1212,-18.9599,60.64,1.77822
1213,-18.9618,60.6094,1.77601
1214,-18.964,60.5753,1.77354
1215,-18.9663,60.538,1.77084
1216,-18.9688,60.4977,1.76793
1217,-18.9715,60.4546,1.76484
1218,-18.9744,60.4092,1.76157
1219,-18.9773,60.3615,1.75816
1220,-18.9804,60.312,1.75463
1221,-18.9836,60.2608,1.75099
1222,-18.9868,60.2082,1.74727
1223,-18.9901,60.1546,1.74348
1224,-18.9934,60.1001,1.73965
1225,-18.9968,60.0451,1.73579
1226,-19.0001,59.9899,1.73192
1227,-19.0034,59.9346,1.72807
1228,-19.0067,59.8796,1.72425
1229,-19.01,59.8252,1.72048
1230,-19.0132,59.7716,1.71678
1231,-19.0163,59.719,1.71317
1232,-19.0194,59.6678,1.70966
1233,-19.0223,59.6182,1.70627
1234,-19.0251,59.5706,1.70302
1235,-19.0277,59.5251,1.69992
1236,-19.0303,59.4821,1.69701
1237,-19.0326,59.4417,1.69428
1238,-19.0348,59.4044,1.69176
1239,-19.0368,59.3703,1.68946
1240,-19.0385,59.3398,1.68741
1241,-19.0401,59.313,1.68562
1242,-19.0414,59.2904,1.6841
1243,-19.0424,59.272,1.68287
1244,-19.0432,59.2583,1.68195
1245,-19.0437,59.2495,1.68136
1246,-19.0439,59.2458,1.68112
1247,-19.0438,59.2476,1.68124
1248,-19.0434,59.2551,1.68174
1249,-19.0426,59.2685,1.68264
1250,-19.0415,59.2882,1.68395
1251,-19.04,59.3145,1.68571
1252,-19.0381,59.3475,1.68793
1253,-19.0358,59.3875,1.69062
1254,-19.033,59.4349,1.69382
1255,-19.0298,59.4899,1.69754
1256,-19.0261,59.5528,1.70181
1257,-19.0219,59.6238,1.70665
1258,-19.0173,59.7033,1.71209
1259,-19.012,59.7914,1.71815
1260,-19.0062,59.8885,1.72487
1261,-18.9998,59.9949,1.73227
1262,-18.9896,60.1622,1.74402
1263,-18.9728,60.4343,1.76338
1264,-18.9497,60.7996,1.78988
1265,-18.9206,61.2464,1.82313
1266,-18.8858,61.763,1.86277
1267,-18.8454,62.3378,1.90848
1268,-18.7997,62.9592,1.9599
1269,-18.749,63.6155,2.01664
1270,-18.6937,64.2951,2.07823
1271,-18.6342,64.9863,2.14406
1272,-18.5712,65.6774,2.21339
1273,-18.5056,66.3569,2.28525
1274,-18.4383,67.0131,2.35844
1275,-18.371,67.6343,2.43148
1276,-18.3051,68.2089,2.50256
1277,-18.2428,68.7253,2.56954
1278,-18.1863,69.1718,2.63003
1279,-18.1383,69.5369,2.68135
1280,-18.1014,69.8088,2.72073
1281,-18.0782,69.976,2.74546
1282,-18.0614,70.0948,2.76326
1283,-18.0423,70.2286,2.78357
1284,-18.0209,70.3766,2.80634
1285,-17.9971,70.5381,2.83156
1286,-17.971,70.7122,2.8592
1287,-17.9427,70.898,2.88925
1288,-17.912,71.0948,2.92169
1289,-17.879,71.3017,2.95652
1290,-17.8438,71.518,2.99372
1291,-17.8062,71.7428,3.03328
1292,-17.7664,71.9753,3.07521
1293,-17.7242,72.2146,3.11948
1294,-17.6798,72.4601,3.16609
1295,-17.6331,72.7108,3.21503
1296,-17.5842,72.9659,3.26626
1297,-17.533,73.2246,3.31977
1298,-17.4796,73.4861,3.37551
1299,-17.424,73.7496,3.43344
1300,-17.3663,74.0143,3.4935
1301,-17.3065,74.2793,3.55562
1302,-17.2448,74.5439,3.61971
1303,-17.1812,74.8072,3.68565
1304,-17.1159,75.0684,3.75331
1305,-17.049,75.3266,3.82253
1306,-16.9806,75.5812,3.89314
1307,-16.9111,75.8312,3.9649
1308,-16.8406,76.0758,4.03759
1309,-16.7694,76.3143,4.11089
1310,-16.6978,76.5458,4.18449
1311,-16.6263,76.7695,4.25802
1312,-16.5551,76.9846,4.33107
1313,-16.4849,77.1902,4.40318
1314,-16.4159,77.3856,4.47384
1315,-16.3489,77.57,4.54252
1316,-16.2843,77.7425,4.60863
1317,-16.2228,77.9024,4.67155
1318,-16.165,78.0487,4.73062
1319,-16.1116,78.1808,4.78517
1320,-16.0633,78.2978,4.83449
1321,-16.0208,78.3988,4.8779
1322,-15.9848,78.4832,4.9147
1323,-15.9558,78.55,4.94423
1324,-15.9346,78.5984,4.96586
1325,-15.9217,78.6277,4.97902
1326,-15.9176,78.637,4.98323
1327,-15.9227,78.6256,4.97806
1328,-15.9372,78.5925,4.96322
1329,-15.9615,78.537,4.93849
1330,-15.9955,78.4584,4.90381
1331,-16.0391,78.3556,4.85924
1332,-16.0923,78.228,4.80495
1333,-16.1546,78.0747,4.74125
1334,-16.2257,77.8949,4.66858
1335,-16.305,77.6878,4.58746
1336,-16.3918,77.4525,4.49853
1337,-16.4855,77.1883,4.40249
1338,-16.5853,76.8943,4.30012
1339,-16.6903,76.5696,4.19221
1340,-16.7998,76.2135,4.07961
1341,-16.9128,75.8252,3.96316
1342,-17.0285,75.4037,3.84367
1343,-17.1462,74.9484,3.72195
1344,-17.265,74.4583,3.59874
1345,-17.3843,73.9327,3.47477
1346,-17.5034,73.3706,3.35068
1347,-17.6216,72.7714,3.22707
1348,-17.7385,72.1341,3.10446
1349,-17.8536,71.458,2.98332
1350,-17.9665,70.7423,2.86403
1351,-18.0768,69.986,2.74695
1352,-18.2317,68.8149,2.58147
1353,-18.4493,66.9093,2.34655
1354,-18.6892,64.3504,2.08328
1355,-18.9225,61.2198,1.82099
1356,-19.1335,57.5989,1.57601
1357,-19.316,53.5695,1.35504
1358,-19.4692,49.2131,1.15913
1359,-19.5954,44.6114,0.986545
1360,-19.6977,39.8462,0.834511
1361,-19.7794,34.9992,0.700137
1362,-19.8437,30.152,0.580833
1363,-19.8933,25.3864,0.474484
1364,-19.9306,20.784,0.379492
1365,-19.9577,16.4266,0.294779
1366,-19.9763,12.3958,0.219759
1367,-19.9883,8.77331,0.154316
1368,-19.9953,5.64082,0.0987645
1369,-19.9986,3.07999,0.053808
1370,-19.9998,1.17249,0.0204684
1371,-19.9999,0,0
1372,-20.0012,-0.755707,-0.0131736
1373,-20.0055,-1.46793,-0.0254783
1374,-20.0125,-2.13761,-0.0368353
1375,-20.0222,-2.76571,-0.0471836
1376,-20.0344,-3.35318,-0.0564786
1377,-20.0492,-3.90097,-0.0646913
1378,-20.0662,-4.41005,-0.0718064
1379,-20.0855,-4.88135,-0.077822
1380,-20.1069,-5.31583,-0.082748
1381,-20.1302,-5.71445,-0.0866051
1382,-20.1555,-6.07815,-0.0894239
1383,-20.1825,-6.40789,-0.0912435
1384,-20.2111,-6.70461,-0.092111
1385,-20.2411,-6.96928,-0.0920801
1386,-20.2725,-7.20284,-0.0912103
1387,-20.3052,-7.40623,-0.0895658
1388,-20.3389,-7.58043,-0.0872147
1389,-20.3735,-7.72636,-0.0842279
1390,-20.4089,-7.84499,-0.0806788
1391,-20.445,-7.93728,-0.0766417
1392,-20.4815,-8.00415,-0.0721914
1393,-20.5184,-8.04658,-0.0674026
1394,-20.5556,-8.06552,-0.0623489
1395,-20.5928,-8.0619,-0.0571024
1396,-20.6299,-8.0367,-0.0517327
1397,-20.6669,-7.99085,-0.0463069
1398,-20.7034,-7.92531,-0.0408886
1399,-20.7395,-7.84104,-0.0355376
1400,-20.7749,-7.73898,-0.0303097
1401,-20.8095,-7.62009,-0.025256
1402,-20.8432,-7.48533,-0.0204227
1403,-20.8758,-7.33563,-0.0158511
1404,-20.9072,-7.17197,-0.0115771
1405,-20.9373,-6.99528,-0.00763108
1406,-20.9659,-6.80653,-0.00403802
1407,-20.9929,-6.60666,-0.000817139
1408,-21.0181,-6.39663,0.00201781
1409,-21.0414,-6.17739,0.00445886
1410,-21.0627,-5.9499,0.00650325
1411,-21.0818,-5.7151,0.00815386
1412,-21.0987,-5.47395,0.00941851
1413,-21.1131,-5.2274,0.0103101
1414,-21.125,-4.97641,0.0108463
1415,-21.1342,-4.72193,0.011049
1416,-21.1405,-4.46491,0.0109442
1417,-21.1439,-4.2063,0.0105615
1418,-21.1443,-3.94706,0.00993375
1419,-21.1414,-3.68814,0.00909664
1420,-21.1351,-3.43048,0.0080879
1421,-21.1254,-3.17505,0.00694701
1422,-21.112,-2.92279,0.00571447
1423,-21.0949,-2.67466,0.00443116
1424,-21.0739,-2.43162,0.00313771
1425,-21.0489,-2.1946,0.00187367
1426,-21.0197,-1.96457,0.000676793
1427,-20.9862,-1.74247,-0.000417812
1428,-20.9483,-1.52926,-0.00137857
1429,-20.9058,-1.3259,-0.00217834
1430,-20.8586,-1.13333,-0.0027954
1431,-20.8066,-0.952512,-0.00321443
1432,-20.7496,-0.78439,-0.0034276
1433,-20.6875,-0.62992,-0.00343569
1434,-20.6201,-0.490059,-0.00324922
1435,-20.5473,-0.365755,-0.00288963
1436,-20.469,-0.257963,-0.00239057
1437,-20.385,-0.167632,-0.00179914
1438,-20.2953,-0.0957219,-0.00117732
1439,-20.1996,-0.0431753,-0.00060315
1440,-20.0978,-0.0109526,-0.000172461
1441,-19.9899,0,0
1442,-19.8225,0,0
1443,-19.5502,0,0
1444,-19.1847,0,0
1445,-18.7376,0,0
1446,-18.2206,0,0
1447,-17.6454,0,0
1448,-17.0235,0,0
1449,-16.3667,0,0
1450,-15.6866,0,0
1451,-14.9949,0,0
1452,-14.3031,0,0
1453,-13.623,0,0
1454,-12.9662,0,0
1455,-12.3444,0,0
1456,-11.7691,0,0
1457,-11.2522,0,0
